Sl.No,Language,Language,Exam,Question,Answer Link,,,,,,,,,,,
2888,tcs,codevita,c,map1 tcs codevita c,https://mega.nz/file/N45EBDga#pZVjxcRChVvFwO9dzLiTocihR08-iHFyY33XRvQ9yiE,6,,,,,,,,,,
2889,tcs,codevita,c,map2 tcs codevita c,https://mega.nz/file/w5h2hZhY#W0z5ZzkuU5On_0FGro81i6rMwZeRMpRN3pvhswaCRoY,6,,,,,,,,,,
2890,tcs,codevita,c,map3 tcs codevita c,https://mega.nz/file/ct4ynRKa#E6TDxU7cHPHoqxez0KnNl_Ivfadlh6qq9VjkIOWCGDU,6,,,,,,,,,,
2891,tcs,codevita,c,map4 tcs codevita c,https://mega.nz/file/shxiVD7T#NXYLCWWdZTNCeY6qbhoE7W7Z0RraT-Wb9zRl6OhB9qg,6,,,,,,,,,,
2892,java,selenium,project,user story module selenium project,https://mega.nz/file/NxhAGSZB#GhAWfsxy8cLyZv7THzEArtRqO6qNxo-0DtFxIQboL6M,76,,,,,,,,,,
2894,tcs,edyst,python,tcs edyst python,https://mega.nz/folder/ssgA1aoB#XhTDxUfiJsBOUhf6UVMnwA,31,,,,,,,,,,
2895,tcs,edyst,python,array tcs edyst python,https://mega.nz/folder/g5pQxIwK#rSPE6cIQi2lBhdCxE0Ygog,11,,,,,,,,,,
2896,tcs,edyst,python,back tracking tcs edyst python,https://mega.nz/folder/9lo00SSS#bZCzqDY28Ecp0oEayT3BZw,11,,,,,,,,,,
2897,tcs,edyst,python,basics tcs edyst python,https://mega.nz/folder/cxxEDaaT#LEQRqxUqOHmHhFCRIE9yag,11,,,,,,,,,,
2898,tcs,edyst,python,calculation 2 tcs edyst python,https://mega.nz/folder/91o2VQwa#Wv0XVnYRigkaTzKaTNQ-BA,16,,,,,,,,,,
2899,tcs,edyst,python,daily challenge tcs edyst python,https://mega.nz/folder/1ghGVYyb#oGTH8W0yq5RD5UOWmDoHeg,16,,,,,,,,,,
2900,tcs,edyst,python,graph 2 tcs edyst python,https://mega.nz/folder/o4pG2CLT#fOs45_WTRcaDbGvo5u5dBQ,11,,,,,,,,,,
2901,tcs,edyst,python,hard to crack tcs edyst python,https://mega.nz/folder/0x5kCSZY#VdukX2J7fbgZ1aT63jKl2w,7,,,,,,,,,,
2902,tcs,edyst,python,math tcs edyst python,https://mega.nz/folder/wloCAQwY#nDKy4yECAXrEz2va4uok7g,11,,,,,,,,,,
2903,tcs,edyst,python,practice tcs edyst python,https://mega.nz/folder/Q0gUFSyL#TCU7-zZWuDWRuW_0euBnbg,17,,,,,,,,,,
2904,tcs,edyst,python ,searching sorting tcs edyst python,https://mega.nz/folder/UhpgCKLY#cItg0Q-Sh3hH1wIy8E0jmA,7,,,,,,,,,,
2905,tcs,edyst,python,strings tcs edyst python,https://mega.nz/folder/5xxUFCSC#4WF6zFpZTejbsroi1lBiSQ,13,,,,,,,,,,
2906,cognizant,advance,java db2 code,printer interface cognizant advance java db2 code,https://mega.nz/folder/xohXmQxS#8MEFN0UdT3y8FuRLqXIDyw,11,,,,,,,,,,
2907,cognizant,java db2 code ,dev support java,area of circle cognizant dev support java db2 code,https://mega.nz/folder/IsBySBpR#anxhs_eFi1lN75iS8evBYw,6,,,,,,,,,,
2908,java,project,react,airport management system react front-end spring boot back end java project,https://mega.nz/folder/w45RRCDK#tCKD0mdYU-6FV3_Sli8Pag,99,,,,,,,,,,
2909,tcs,pra,java,find average runs of player tcs pra java ,https://mega.nz/file/05g2xQIL#HiYOFeqGAg_CVR6E6XvpKHVymWJNL7f32gc5vx6_HpY,6,,,,,,,,,,
2910,tcs,pra,java,highest salary tcs pra java,https://mega.nz/file/Mk5UAapb#pv23QxBkhZJ8AImn78awScgZ5HgouLddM8sCGgT7COk,6,,,,,,,,,,
2911,tcs,pra,java,item managemnet search max tcs pra java,https://mega.nz/file/1xpgCKIB#hvn5_VbOKOOeE4_8W_7J2UQIf9zFHfDclIq6Ab_UnOc,6,,,,,,,,,,
2912,tcs,pra,java,tcs pra java,https://mega.nz/file/dt5glapB#OnzVMTwwdgicWCyZf-Yn8xr3F3zCHO2G195UO9jPHI4,6,,,,,,,,,,
2913,tcs,pra,java,print employee details one by one tcs pra java,https://mega.nz/file/k5xGRSQS#BkAwxY1x0NgWWD81GUxqmQOtNhH8RkfYenPtLSAoZkc,6,,,,,,,,,,
2914,tcs,pra,java,shopping item tcs pra java,https://mega.nz/file/VpxmHC5T#Ebb0da23l19II5F74HxnsDaJrmhw4BjbJSjX0r-NNH0,6,,,,,,,,,,
2915,tcs,pra,python,college tcs pra python,https://mega.nz/file/lopigQRZ#h3oFM5vcdhrwpPKkbmg1AextzRsBcyrT_5VmmaowqHQ,6,,,,,,,,,,
2916,tcs,pra,python,findaverageheight taller than avg tcs pra python,https://mega.nz/file/E4hwSAoa#SZrT34hi-ykbsq4IHcD-EaYc-4iud0t4-RVQxqwK56A,6,,,,,,,,,,
2917,tcs,pra,python,football league tcs pra python,https://mega.nz/file/hlpg2AQB#UtTjfL-wpzZQpLaXbyr48hKOZ2wTF_Kf5zyrS6LMXZ0,6,,,,,,,,,,
2918,tcs,pra,python,pra17 tcs pra python,https://mega.nz/file/gopAAQQS#_8hP6trpRL3YI7qW2DDl-yTE_CCd_lQzRl1a6ObdFfk,6,,,,,,,,,,
2919,tcs,pra,python,python tcs pra,https://mega.nz/file/N9wyQYZR#XuK7j8H4yDGFW-K_ydaUj2KBK8PQABBZTk9KvxgrvKU,6,,,,,,,,,,
2920,tcs,pra,unix,display only customer name tcs pra unix,https://mega.nz/file/V05mGa6B#HXDui4MwUpkKfaKx3tkKFbVPe_-HkYqfSFot4RGeH_c,6,,,,,,,,,,
2921,tcs,pra,unix,only alphabet tcs pra unix,https://mega.nz/file/J45gxSgS#sR6GT8i4XIPVG4vLSp7xN8za-nV5G6swMFiBBZGGYk4,6,,,,,,,,,,
2922,tcs,pra,unix,print roll and score tcs pra unix,https://mega.nz/file/JgwEHQLK#xb0EEORGDcI4G8NdclkLdJENRQSqJX9QOyE4LEVritk,6,,,,,,,,,,
2927,cognizant,functional testing,excel,make my trip car and flight cognizant functional testing excel,https://mega.nz/folder/Ah4W3aLa#80UJLuncdzup2x2fJHCXvA,21,,,,,,,,,,
2928,cognizant,functional testing,excel,raj travels cognizant functional testing excel,https://mega.nz/folder/05oimIya#wTW7zZlT6oc_uc04AcINiA,11,,,,,,,,,,
2929,cognizant,functional testing,excel,octopus travel cognizant functional testing excel,https://mega.nz/folder/khpwlYpS#iPcofpoVvv5SoTRhHclAKw,11,,,,,,,,,,
2930,cognizant,functional testing,excel,KSRTC student enquiry form application form cognizant functional testing excel,https://mega.nz/folder/x9hiSIqS#3o-LXQ1oHJeiJhBpY_fMIQ,11,,,,,,,,,,
2955,dotnet,cognizant,cc,doctor appointment dotnet cc,https://mega.nz/file/p0ASTL7a#LIbGunEO4TTXJAMiwnQe_xFTTR1VMiWTtCuiEaRnx_w,16,,,,,,,,,,
2963,rest API,cognizant,cc,bitcoin rest API cc,https://mega.nz/file/YxBBDCYa#C9dt-zkQXnhzNJn_1fD_i7t0-HtfMmw1KIR3v4a5ql8,16,,,,,,,,,,
2964,cognizant,webservice,cc,country code by country name webservice cc ,https://mega.nz/file/kow0kDBL#QM0Nk_aPVR72Y-VCT266VkwUVTSaJeOavmZK6dau5ko,16,,,,,,,,,,
2976,cognizant,azure cloud,handson,azure cloud cognizant java handson,https://mega.nz/folder/ltoHCYwA#a2V9Qu9VFnta6Qk0Yg1qGA,31,,,,,,,,,,
2984,cognizant,selenium,ict,address book new ict selenium cognizant,https://mega.nz/folder/N4Bi3T7Y#ODY1Pb3SkQr6RMlK14aN2w,16,,,,,,,,,,
2985,cognizant,selenium,ict,hotel booking invalid ict selenium cognizant,https://mega.nz/folder/c4Q0jLKb#-zFOOJv_noTauu0QCQCjWA,16,,,,,,,,,,
2986,cognizant,advance java code,handson,collection generics and stream cognizant advance java code handson,https://mega.nz/folder/J0ZmDZYR#nN2U2ue_pJCeKGLwE7JrEg,16,,,,,,,,,,
2987,cognizant,advance java code,handson,exception handling cognizant advance java code handson,https://mega.nz/folder/gsBWCB4L#FMU0iIYmDAH1k90DkcqVtg,16,,,,,,,,,,
2988,cognizant,advance java code,handson,file handling and multi threading cognizant advance java code handson,https://mega.nz/folder/IkYwwJiD#DIUHDPjhKCsD817vZgu4CA,16,,,,,,,,,,
2989,cognizant,advance java code,handson,jdbc cognizant advance java code handson,https://mega.nz/folder/8wAWDZ6B#vC40-7ixgvLoqOPXT9hxKg,16,,,,,,,,,,
2990,cognizant,advance java code,handson,lambda expression cognizant advance java code handson,https://mega.nz/folder/YhAiEJ5T#a-WLIdDqfDH-GPvlRmEfYw,16,,,,,,,,,,
2991,cognizant,advance java code,handson,inheritance polymorphism abstract cognizant advance java code handson,https://mega.nz/file/dlY0lTJY#B3Eq-4uUJg2-6v9cKzVB9k5MDwFkL6yMUHuaXEi0mWc,16,,,,,,,,,,
2995,Accenture,TFA,java,Java Accenture TFA,https://mega.nz/folder/11wnVCgC#VOQvhdwVdqC3pnhxEDo6hg,16,,,,,,,,,,
2996,Accenture,TFA,main_mcq_ans,main_mcq_ans Accenture TFA,https://mega.nz/folder/cg5DASZQ#UI4PPs6qIsFEwXzJbtYoig,16,,,,,,,,,,
2997,Accenture,TFA,previous batch rdbms final test,previous batch rdbms final test Accenture TFA,https://mega.nz/folder/t9ojBIia#H1HgMyecc3jTn2PqFCDTRA,16,,,,,,,,,,
2998,Accenture,TFA,All accenture TFA tekstac fse,All Accenture tekstac fse Accenture TFA ,https://mega.nz/folder/QlxUlASZ#4jTt0MDD3WsnqHwma_JXdA,251,,,,,,,,,,
2999,Accenture,TFA,code solutions TFA and tekstac fse,code solutions TFA and tekstac fse Accenture TFA,https://mega.nz/folder/dh5yGKib#VD81eMMTtmY8l1aJ3YXzFw,200,,,,,,,,,,
3000,Accenture,TFA,code solutions and tekstac fse,Accenture tekstac fse Accenture TFA,https://mega.nz/file/oh4gAKbY#afuLdQn3IGytBPc4Q_VwD-EnnUFrWWa1rrMPg9ucc-I,26,,,,,,,,,,
3001,Accenture,TFA,code solutions and tekstac fse,Accenture backup Accenture TFA,https://mega.nz/file/Mw5S3QrS#scB4l4n6pQE-IP9qnqA6uk9MkTSXjdy-xI1bzqD053Y,26,,,,,,,,,,
3002,Accenture,TFA,code solutions and tekstac fse,Accenture-learning-modules Accenture TFA,https://mega.nz/file/do5EBYbZ#NQNL5vaxcatus7qnf6WEg5mnjB4ow6T9oMBDQdEoLhM,26,,,,,,,,,,
3003,Accenture,TFA,code solutions and tekstac fse,all MCQs Accenture TFA,https://mega.nz/file/EtwwjaRJ#poProVLcLeHZE5BVWBHAckPS3ll8nOINAhRi732Rukg,16,,,,,,,,,,
3004,Accenture,TFA,code solutions and tekstac fse,ALL_IN_ONE mcq+coding Accenture TFA,https://mega.nz/file/goggxSSL#DpeT6xsI4dInWH9QPIJm9zYQXkS5WSEd02RwzGWwCjk,51,,,,,,,,,,
3005,Accenture,TFA,code solutions and tekstac fse,basic-unix Accenture TFA,https://mega.nz/file/E1pyxarZ#EEEYP0t0M7p6UFkU96S0DaArJxIpBn7LTxfNjnK3sMI,16,,,,,,,,,,
3006,Accenture,TFA,code solutions and tekstac fse,coding 2 Accenture TFA,https://mega.nz/file/p5hGDQBR#LW48MIQ2dnfA6F6cT7U2v2hzqsrVaXbtDOXx3v34DTA,16,,,,,,,,,,
3007,Accenture,TFA,code solutions and tekstac fse,final codes imp Accenture TFA,https://mega.nz/file/JsxwjApY#5_IrzcM6aMIiTuXzqq6Sq_OfmV7WFyN_N08G7tIjf9Q,16,,,,,,,,,,
3008,Accenture,TFA,code solutions and tekstac fse,FINAL RECHEKED 91 PAGE MCQS-merged Accenture TFA,https://mega.nz/file/dl40BK5T#ju9REgG81ZxOndAiWAg4DiYwLRAUWR7kuZJesKLeEl4,26,,,,,,,,,,
3009,Accenture,TFA,code solutions and tekstac fse,final-assessment-merged Accenture TFA,https://mega.nz/file/04xWlYZL#QIMZMVFg5MKTQ-knCl_-_qq56-RsS8vkEJPWK6Q_15U,16,,,,,,,,,,
3010,Accenture,TFA,code solutions and tekstac fse,final-assessment-codes2 Accenture TFA,https://mega.nz/file/FthURSRS#h-9Iger0oDylKsXwJcYwI2TS7_USnZnYbAUpXsnj4jc,16,,,,,,,,,,
3011,Accenture,TFA,code solutions and tekstac fse,fse_dumps2 Accenture TFA,https://mega.nz/file/h8gWkYbZ#wBxVhaxB6BZJGwbYvgxg0H6Vn56UZV9pz2qSarKY-U8,26,,,,,,,,,,
3012,Accenture,TFA,code solutions and tekstac fse,fse_dumps Accenture TFA,https://mega.nz/file/Uth20AjL#l3_-AbRApCepy3ilRWJCL3uJHC3CosctTW7a6aNAJec,26,,,,,,,,,,
3013,Accenture,TFA,code solutions and tekstac fse,fundamental test Accenture TFA,https://mega.nz/file/Ulo0WAzS#1FqwMyQuQybF9Wt8ZtgdyRibA8Q8zBOvqkQOPH-UKhs,16,,,,,,,,,,
3014,Accenture,TFA,code solutions and tekstac fse,handson merged Accenture TFA,https://mega.nz/file/wkwmQC7L#CvYpR-WRoleAxN8UJ0wdV9w3Y2SdR87bebAAu2FT75Q,16,,,,,,,,,,
3015,Accenture,TFA,code solutions and tekstac fse,Ilovepdf_merged Accenture TFA,https://mega.nz/file/gs4kUA5T#aU3QPshj-rUsEPqdDVM0uqf92-jveoza0x605im6gC4,16,,,,,,,,,,
3016,Accenture,TFA,code solutions and tekstac fse,java Accenture TFA,https://mega.nz/file/AwwQUA6b#OQonrq6315YnGfLWb7iP84z3WYg-E0AhhM6icIi-GiM,16,,,,,,,,,,
3017,Accenture,TFA,code solutions and tekstac fse,main_mcq_ans Accenture TFA,https://mega.nz/file/81wEmKqR#cVTlQOH8FeTr2KjYRecGOtFGxEcfI7Lupf_eUccLufY,16,,,,,,,,,,
3018,Accenture,TFA,code solutions and tekstac fse,MCQs merged 1 Accenture TFA,https://mega.nz/file/wh4yVAxQ#TsLhOF2yKF3tS8qVDH4zerNfz6vElN6YB3whuyLLvlg,16,,,,,,,,,,
3019,Accenture,TFA,code solutions and tekstac fse,NKcodes Accenture TFA,https://mega.nz/file/M5pwFIhB#K0yyhTpElRv10MOddRk-Mw-HyruOe6-WUvglYlYQGvw,16,,,,,,,,,,
3020,Accenture,TFA,code solutions and tekstac fse,prev batch rdbms final test Accenture TFA,https://mega.nz/file/wsoiVCqY#BAdmqiK-Y7EfpTmw6RJmFptmD6DmEhnL6WRxV-vzurw,16,,,,,,,,,,
3021,Accenture,TFA,code solutions and tekstac fse,rdbms contest Accenture TFA,https://mega.nz/file/QogWTYjL#_S9uzPTNJ96nrHro7F_KwU1VG1U8bm-M0j5XRT4jiXk,16,,,,,,,,,,
3022,Accenture,TFA,code solutions and tekstac fse,simple_oracle_queries Accenture TFA,https://mega.nz/file/h0hGCaIR#ixbtLmyZzSmE4V0wOlOL50Syxh_2tkvuqryaOVGe4Es,16,,,,,,,,,,
3023,Accenture,TFA,code solutions and tekstac fse,SQL+uncommon Accenture TFA,https://mega.nz/file/ksh0lKCB#NNicS33cJ-I2srsSvT6KZUTHUQTdllzG2cZdXbFDJ6M,16,,,,,,,,,,
3024,Accenture,TFA,code solutions and tekstac fse,tfa_qns Accenture TFA,https://mega.nz/file/U55kBCbI#Z_ubtcz1Xaxvi__vHnXn8nAJM0aT8_B-9IsS6dzUXh0,16,,,,,,,,,,
3025,Accenture,TFA,MCQ,MCQ Accenture TFA,https://mega.nz/folder/xw4izIqD#Nzl2-0LnK71SqxzJOrUf5A,41,,,,,,,,,,
3026,Accenture,TFA,MCQ,all in one quiz mcq Accenture TFA,https://mega.nz/file/U1piQaZI#RqiHlThdYjH6DbirsEkx1E073VFPY51rCG_1YMSQHRc,31,,,,,,,,,,
3027,Accenture,TFA,MCQ,FINAL RECHEKED 91 PAGE MCQS-merged MCQ Accenture TFA,https://mega.nz/file/1lp3VIDS#azZhO88Gw5W7wLYxJO1lw79MEjimBYWi2h3rEbySH7M,16,,,,,,,,,,
3028,Accenture,TFA,MCQ,Head-First-Java-2nd Accenture TFA,https://mega.nz/file/IkwDVaAR#ZWvFIaB_-wKfjuoC6n5QZvtI9kIwo6LiSD6Til0oTI4,16,,,,,,,,,,
3029,Accenture,TFA,MCQ,I love pdf merged MCQ Accenture TFA,https://mega.nz/file/gpoRyIAQ#OSxI1oY93JEnGXz-wvahdF-l-ApUzu5QGY0ma0R8inE,16,,,,,,,,,,
3030,Accenture,TFA,MCQ,JAVA CONTEST QUESTIONS-converted Accenture TFA,https://mega.nz/file/J1pHQCYY#9FGE3ZReXxbjMN3nbpD5SUsRrOf6pMYdZ734wR2TOPQ,16,,,,,,,,,,
3031,Accenture,TFA,MCQ,Marvels mcq1 Accenture TFA,https://mega.nz/file/ww5wBCjY#Iykn6rutsKBWR9t-E37BW45jOI-JgvWKAa14h5UVC4A,16,,,,,,,,,,
3032,Accenture,TFA,MCQ,Marvels mcq Accenture TFA,https://mega.nz/file/Ak5yBa6b#8t6nWitc1KFW6zfRHIxXQlCyauhkRbYJtR_iIi3Niig,16,,,,,,,,,,
3033,Accenture,TFA,MCQ,mock1-converted Accenture TFA,https://mega.nz/file/0lpAFQCY#HGJz5GZlOq4AQBgWJWENCGZrZO8vzltcLRaeKp1KqZ4,16,,,,,,,,,,
3034,Accenture,TFA,MCQ,mock2-converted Accenture TFA,https://mega.nz/file/JtgiGAiL#PmKTH283KEICbahbW-qnZD1-_pT3gkoEcgzHtDm1mPw,16,,,,,,,,,,
3035,Accenture,TFA,MCQ,mock3-converted Accenture TFA,https://mega.nz/file/wopgESbS#zoQ0UWWt9oZYHV-TG1-EFWSPe15e_yk3e5ehV-abBvc,16,,,,,,,,,,
3036,Accenture,TFA,MCQ,MOCK ASSESSMENT 2-converted Accenture TFA,https://mega.nz/file/Vs5Q3A5Y#6dVlWh5jvIK820ZOdoRfBjW4EfeOcaVArveIEF4qjSQ,16,,,,,,,,,,
3037,Accenture,TFA,MCQ,MOCK ASSESSMENT 3-converted Accenture TFA,https://mega.nz/file/1toQBaqJ#HmI0tWIWI1YSeEecFtW7PWaDkapkYstwj5LU7KCg1ow,16,,,,,,,,,,
3038,Accenture,TFA,MCQ,MOCK Assessment-1 MCQ Accenture TFA,https://mega.nz/file/c5owBSRD#eTEHU1_oe0cGUXxK1UF8bWclCCt18fBl5UwPOcguiIg,16,,,,,,,,,,
3039,Accenture,TFA,MCQ,MOCK ASSESSMET -1 HANDS-ON Accenture TFA,https://mega.nz/file/V5gGFaQA#CUPF5pXena5gf4Ous6lasxMYtj2wlnQJbj_KDCfjGew,16,,,,,,,,,,
3040,Accenture,TFA,MCQ,Nobels_mock1_quiz_review Accenture TFA,https://mega.nz/file/whgSzSJJ#YVGtf-B1fFAYXo-gC3b9gbWtLSAxRtR97VSAOl7f5EE,16,,,,,,,,,,
3041,Accenture,TFA,MCQ,Nobels mock1 handson Accenture TFA,https://mega.nz/file/hw5m0YrR#iZXvHn6PvQQwBEt4AFRohYFfBZfx4MUigipO13awfEM,16,,,,,,,,,,
3042,Accenture,TFA,MCQ,NOBELS MOCK-2 HANDS-ON  INSERT INTO itemmaster VALUES (Solution) Accenture TFA,https://mega.nz/file/wsh0iQJY#TAQOcmhAolP3zS0HRhGNed47ARB_bzRmNZKDRVLltQE,16,,,,,,,,,,
3043,Accenture,TFA,MCQ,NOBELS MOCK-3 HANDS-ON  INSERT INTO itemmaster VALUES (Solution) Accenture TFA,https://mega.nz/file/d85k2AqI#0_5Dl8vZmn6qHVMPlT5tO1KS6ihGlQ871WxE3PvFX_Q,16,,,,,,,,,,
3044,Accenture,TFA,MCQ,NOBELS MOCK-3 HANDSON  INSERT INTO itemmaster VALUES (SOLUTIONS) Accenture TFA,https://mega.nz/file/dpx2CAZC#RAsZ0F24fTu1ETTuragfMMbTOksbqJQuC-uWbqlLTTk,16,,,,,,,,,,
3045,Accenture,TFA,MCQ,NOBELS_MOCK3_QUIZ_REVIEW Accenture TFA,https://mega.nz/file/EloU3KZZ#IcGcZxzMEPKoKHne5hmjOSDBHyVhHsLN4QAZJ6kAexE,16,,,,,,,,,,
3046,Accenture,TFA,MCQ,NOBELS_MOCK_3 INSERT INTO itemmaster VALUES (MCQs) Accenture TFA,https://mega.nz/file/tk4yWS6B#A4R0WfILACyoiODf4QFnF4YnEhtrDTwFXwjh-An-Sgs,16,,,,,,,,,,
3047,Accenture,TFA,MCQ,Pre-Quiz_ Attempt review Accenture TFA,https://mega.nz/file/U0gm3A5L#dxprxDoJ5V4p7F1Zm3exVeTYvjj8ZLFn__UuHH_FTQw,16,,,,,,,,,,
3048,Accenture,TFA,MCQ,Sparktans mock3 Accenture TFA,https://mega.nz/file/csxgVK6I#0q42MeN0qECwpWda4EHz1kVj2lqrDEKwbJjhxq4aPmg,16,,,,,,,,,,
3049,Accenture,TFA,TFA and fse handson,TFA and fse handson Accenture TFA,https://mega.nz/folder/F8hyyIQa#kSc_TOjQ7k3dyIfNi1r5og,51,,,,,,,,,,
3050,Accenture,TFA,TFA and fse handson,coding2 Accenture TFA,https://mega.nz/file/U1pGzKTJ#ZnfYLvMJSdVZI6sNS3zumRY4SpySUL2QhcausTikrd8,16,,,,,,,,,,
3051,Accenture,TFA,TFA and fse handson,Final_assessment_merged Accenture TFA,https://mega.nz/file/s5wUWYTC#6Rw30z2xegepZPeD5DD32d-1pgxYh1MYOuuxQx3X6vE,16,,,,,,,,,,
3052,Accenture,TFA,TFA and fse handson,fse_dumps2 Accenture TFA,https://mega.nz/file/QlxySabA#yxCypHIyNeTD5lFdUbcfr8_GpPH3mMR4MnQt8gYPYnQ,26,,,,,,,,,,
3053,Accenture,TFA,TFA and fse handson,fse_dumps Accenture TFA,https://mega.nz/file/4thyDA5K#ns2ZRScWRg4WFi4pa9UPTQ2Lo8xdD9LD-LMIf_Jijhk,26,,,,,,,,,,
3054,Accenture,TFA,TFA and fse handson,mock_handson Accenture TFA,https://mega.nz/file/hw4ASA7Y#X8UP3jrtTi85RRjd2v6dFyKYw1mDeYAHKY6QylSBnvk,16,,,,,,,,,,
3055,Accenture,TFA,TFA and fse handson,TFA handson1 Accenture TFA,https://mega.nz/file/x1wU0YyC#Og2DuGPl1YA2klg4_BN_6nd7Aq488LUB1CtGRgVpDcE,16,,,,,,,,,,
3056,Accenture,TFA,TFA and fse handson,TFA handson Accenture TFA,https://mega.nz/file/9lhWjY6D#X4z_syC-igzWM25ckSSr18b83MfRDfGatIu5iZEPDQI,16,,,,,,,,,,
3057,Accenture,TFA,TFA and fse handson,TFA handson 25th Accenture TFA,https://mega.nz/file/8opAiCzI#4NdUeqVnl32vDepTfSdH00eKlB735Kvyx1AlDMRE4P0,16,,,,,,,,,,
3058,Accenture,TFA,TFA and fse handson,TFA mock mcq Accenture TFA,https://mega.nz/file/0xxEWQCT#-o_vSHVXLYDziQPao1CcPCRObtXeaLx8DcreC-4iCFk,16,,,,,,,,,,
3059,Accenture,TFA,TFA and fse handson,TFA_qns1 Accenture TFA,https://mega.nz/file/Rhg20SZK#EJL3-XupAPvl0tCirByKF2jKH1iKkwNziXub0j3Os-0,16,,,,,,,,,,
3060,Accenture,TFA,TFA and fse handson,TFA_qns Accenture TFA,https://mega.nz/file/txoAAQxR#FhnAqw80zSjW15RWZ_hk-F2az-eNSIT7BvU7ZV21vc0,16,,,,,,,,,,
3061,Accenture,TFA,switch alphabets,Switch alphabets Accenture TFA,https://mega.nz/folder/89RR2ACa#x7iM42nEbWJa1WwQPou0tg,7,,,,,,,,,,
3062,Accenture,TFA,slides,DSA slides Accenture TFA,https://mega.nz/file/oopGhYoK#bAr7K5PLfhJKMOCXhc7o45rJnEQTxNdI43pK4fTYHb8,7,,,,,,,,,,
3063,Accenture,TFA,slides,java slides Accenture TFA,https://mega.nz/file/ls5GnY7T#Fcwri_r0X0B248SivjGNxdTCW_AJqVx9k5U5BYROliY,7,,,,,,,,,,
3064,Accenture,TFA,slides,logic development slides Accenture TFA,https://mega.nz/file/M94yDaxK#oH9tBgQ-kyj16KZb4TD9Tb7sshu_Em6aTBGvM9v7sgg,7,,,,,,,,,,
3065,Accenture,TFA,slides,OOP slides Accenture TFA,https://mega.nz/file/MkoQDSiS#tHHSVtLY2y67nPoa-g_UNyzwlI0yUVezWPNWuiwCAiE,7,,,,,,,,,,
3066,Accenture,TFA,slides,RDBMS slides Accenture TFA,https://mega.nz/file/41hQ2QAA#X-35S0XT9ADtU2mY7fqBKAQrs4Ud5QzCw1faLcMdYA0,7,,,,,,,,,,
3067,Accenture,TFA,Slides,software Engineering slides Accenture TFA,https://mega.nz/file/1ghAjCpR#J5mVZdeSzHxyrFaQE3XEA0KBi7I5_slYmC5l8y_An7g,7,,,,,,,,,,
3068,Accenture,TFA,slides,unix slides Accenture TFA,https://mega.nz/file/tp52SAgL#d3jo3jxNNN_7RQ30Af-nDAIOA0A88cjak8KHXQp98_Y,7,,,,,,,,,,
3069,Accenture,TFA,slides,web technologies slides Accenture TFA,https://mega.nz/file/I1oSkaiZ#aAQshfIb-uqMoxq9on3GkD9QIudilQ6W3X1w5UBnCr0,7,,,,,,,,,,
3070,Accenture,TFA,slides,XML slides Accenture TFA,https://mega.nz/file/5ghAgIqD#Kzpe_ndgK20gie3BiZL2GLsIrNkdLcph22CsvTH3Mas,7,,,,,,,,,,
3071,selenium,poi with pom,cc,customer registration poi with pom selenium cc,https://mega.nz/file/51AhHIyT#UpyCObBD6pphZfOC6ivQmuRXSRjmrvwFt04xqIzvqOg,16,,,,,,,,,,
3072,Accenture,TFA,slides,all slides Accenture TFA,https://mega.nz/folder/Z5wWnYKL#k4xGXy_HGywuFMT6WlvLUQ,26,,,,,,,,,,
3073,Accenture,TFA,slides+notes,All slides+notes Accenture TFA,https://mega.nz/folder/RpoW2aLT#08WQHxY1X6s4HdFvdwzTHg,26,,,,,,,,,,
3074,Accenture,TFA,slides+notes,Bootstrap slides+notes Accenture TFA,https://mega.nz/file/xg4WBCpJ#hocEqh7t0thnPDmebsZ_JhdMJNhV9ziqNuw4SxDRJpE,7,,,,,,,,,,
3075,Accenture,TFA,slides+notes,CSS3 slides+notes Accenture TFA,https://mega.nz/file/s4x2yKRZ#N2DLJhCq6nI8F_Ft_r_nUdvfPbOVRerFawJUvVnq3ek,7,,,,,,,,,,
3076,Accenture,TFA,slides+notes,DBMS slides+notes Accenture TFA,https://mega.nz/file/dpwyEAZR#K0mA2vLFktl7QHJbJjMrXdZRWkPQ9QBSdmIjJ_4kHLU,7,,,,,,,,,,
3077,cognizant,html css js,cc,html css js cc all in one,https://mega.nz/file/AohAjSBZ#B4bZ5Ed7OEYX-HO8xRUw5doeleHX2WUf8aLAWsIoVHY,31,,,,,,,,,,
3078,Accenture,TFA,slides+notes,DSA Accenture TFA,https://mega.nz/file/Z1w0RKTZ#poJNLLjHZ-gk_ZSNQN8M3n0rHTKZVnILbNLr33Rz6Hw,7,,,,,,,,,,
3079,Accenture,TFA,slides+notes,html5 Accenture TFA,https://mega.nz/file/Yg5wnJbR#V_ln3hM8vRArRYAW-vi1hwr-l2Zcbym8CJbkIEOsv64,7,,,,,,,,,,
3080,Accenture,TFA,slides+notes,java Accenture TFA,https://mega.nz/file/d0gmgDYS#avDUqF2h0WOIbqGRaqanVmx2OfvuOFEEFUTfOp3Hww0,7,,,,,,,,,,
3081,Accenture,TFA,slides+notes,jquery Accenture TFA,https://mega.nz/file/1hpiCTAb#MR3ykFfVJxP7MS9TtPvDihsq4yKfx_g5A4bbJmsagqI,7,,,,,,,,,,
